   50																																																		
CWxx011     	0.03755	0.03674	0.02053	0.08003	0.16412	0.08182	0.03773	0.16146	0.03693	0.03748	0.18407	0.03088	0.03614	0.17006	0.03653	0.03602	0.03596	0.03644	0.19864	0.16564	0.03533	0.03736	0.16983	0.01816	0.15812	0.03660	0.15541	0.08158	0.17257	0.03676	0.00000	0.15699	0.05540	0.16416	0.20718	0.02021	0.01866	0.03659	0.16667	0.16959	0.03638	0.16843	0.00813	0.16748	0.01991	0.03611	0.02047	0.16326	0.18553	0.02151
CSTst001    	0.15571	0.15620	0.15673	0.15890	0.08511	0.15916	0.15722	0.04610	0.15535	0.15604	0.15848	0.15733	0.15449	0.10513	0.15410	0.15435	0.15608	0.15468	0.16635	0.08471	0.15484	0.15510	0.08877	0.15669	0.04308	0.15645	0.02470	0.16168	0.08909	0.15557	0.15699	0.00000	0.15920	0.04576	0.18070	0.15707	0.15662	0.15560	0.08791	0.08880	0.15502	0.10338	0.15715	0.08650	0.15490	0.15529	0.15645	0.04607	0.15954	0.15793
CAxx001     	0.04598	0.04733	0.05474	0.08330	0.16749	0.08388	0.04833	0.16438	0.04701	0.04671	0.18720	0.05523	0.04633	0.17222	0.04651	0.04493	0.04623	0.04641	0.20189	0.16806	0.04574	0.04519	0.17287	0.05405	0.16098	0.04571	0.15805	0.08506	0.17528	0.04681	0.05540	0.15920	0.00000	0.16771	0.21194	0.05310	0.05391	0.04702	0.17005	0.17222	0.04671	0.17063	0.05564	0.17016	0.05368	0.04602	0.05395	0.16644	0.18787	0.05620
CSTxx002    	0.16417	0.16391	0.16371	0.16621	0.09162	0.16627	0.16484	0.03453	0.16389	0.16427	0.16541	0.16552	0.16267	0.11168	0.16228	0.16261	0.16398	0.16267	0.17369	0.09182	0.16318	0.16359	0.09501	0.16417	0.02516	0.16473	0.04324	0.16820	0.09475	0.16386	0.16416	0.04576	0.16771	0.00000	0.18963	0.16459	0.16442	0.16382	0.09425	0.09584	0.16309	0.11027	0.16454	0.09306	0.16273	0.16325	0.16415	0.03258	0.16618	0.16712
WAxx001     	0.20718	0.20660	0.20716	0.20674	0.18848	0.20600	0.20845	0.18773	0.20640	0.20672	0.11512	0.20782	0.20557	0.19279	0.20557	0.20511	0.20732	0.20533	0.19554	0.18824	0.20581	0.20666	0.19294	0.20674	0.18559	0.20765	0.17852	0.20951	0.19681	0.20679	0.20718	0.18070	0.21194	0.18963	0.00000	0.20510	0.20648	0.20697	0.18989	0.19192	0.20536	0.19174	0.20791	0.19081	0.20586	0.20634	0.20640	0.18775	0.11543	0.20753
CWxx004     	0.03819	0.03792	0.01897	0.07939	0.16498	0.08125	0.03871	0.16108	0.03789	0.03844	0.18198	0.03105	0.03788	0.17054	0.03748	0.03690	0.03667	0.03785	0.19905	0.16487	0.03562	0.03805	0.16971	0.01699	0.15723	0.03676	0.15620	0.08075	0.17151	0.03754	0.02021	0.15707	0.05310	0.16459	0.20510	0.00000	0.01790	0.03724	0.16558	0.17043	0.03731	0.16893	0.02011	0.16816	0.01629	0.03717	0.01806	0.16338	0.18432	0.01976
CWxx007     	0.03626	0.03544	0.01726	0.07903	0.16367	0.08112	0.03635	0.16114	0.03528	0.03570	0.18340	0.02954	0.03485	0.16928	0.03536	0.03461	0.03514	0.03459	0.19765	0.16484	0.03392	0.03590	0.16933	0.01545	0.15741	0.03538	0.15566	0.08090	0.17197	0.03519	0.01866	0.15662	0.05391	0.16442	0.20648	0.01790	0.00000	0.03501	0.16634	0.16919	0.03448	0.16752	0.01990	0.16665	0.01662	0.03543	0.01609	0.16354	0.18458	0.01870
CWxx045     	0.01582	0.01454	0.03758	0.07890	0.16367	0.07982	0.01693	0.16107	0.00145	0.01556	0.18335	0.03648	0.01487	0.16853	0.01444	0.01285	0.01435	0.01451	0.19757	0.16481	0.01366	0.01607	0.16891	0.03481	0.15680	0.01390	0.15461	0.07971	0.17163	0.00107	0.03659	0.15560	0.04702	0.16382	0.20697	0.03724	0.03501	0.00000	0.16595	0.16901	0.01492	0.16708	0.03767	0.16641	0.03567	0.01575	0.03620	0.16242	0.18369	0.03794
PMAxx002    	0.16580	0.16646	0.16597	0.16896	0.05486	0.16778	0.16716	0.09101	0.16509	0.16599	0.16633	0.16802	0.16523	0.11446	0.16465	0.16474	0.16606	0.16483	0.17289	0.02725	0.16547	0.16502	0.02732	0.16569	0.09146	0.16639	0.08609	0.17148	0.03667	0.16560	0.16667	0.08791	0.17005	0.09425	0.18989	0.16558	0.16634	0.16595	0.00000	0.04911	0.16522	0.11334	0.16725	0.02794	0.16476	0.16493	0.16595	0.09171	0.16692	0.16828
CXxx001     	0.16907	0.16924	0.16983	0.17024	0.05325	0.17008	0.17074	0.09308	0.16843	0.16913	0.16830	0.17034	0.16763	0.11593	0.16737	0.16748	0.16934	0.16707	0.17663	0.04605	0.16832	0.16831	0.04836	0.16930	0.09347	0.16977	0.08703	0.17428	0.05643	0.16890	0.16959	0.08880	0.17222	0.09584	0.19192	0.17043	0.16919	0.16901	0.04911	0.00000	0.16794	0.11442	0.17012	0.04788	0.16784	0.16812	0.16892	0.09419	0.16915	0.17178
